Symbol,Valid,MainETF,SectorETF,Exch,Bid,Ask,Spread,ADV,Volume,YVolume,Financial,MarketCat
FUTU,,,,NSDQ,44.6,44.64,0.04,4970121,2435902,6085338,,G
FVD,,,,ARCA,41.82,41.83,0.01,1106618,388718,1052801,,P
FTV,,,,NYSE,75.18,75.2,0.02,1715706,311512,943858,,N
FVRR,,,,NYSE,128.05,128.38,0.33,1280005,318041,557421,,N
FWONK,,,,NSDQ,59.91,59.98,0.07,1366476,674878,1227191,,Q
FUBO,,,,NYSE,18.02,18.03,0.01,9577018,4532522,12527452,,N
FYBR,,,,NSDQ,33.08,33.12,0.04,1436549,199970,669731,,Q
GDRX,,,,NSDQ,40.54,40.65,0.11,1448196,230852,1006832,,Q
FXI,,,,ARCA,38.78,38.79,0.01,31985044,10557350,25096109,,P
GCP,,,,NYSE,31.74,31.75,0.01,1405307,489392,764050,,N
GDDY,,,,NYSE,71.18,71.25,0.07,1817037,238041,1411343,,N
GDX,,,,ARCA,30.58,30.59,0.01,20542966,5753420,19843666,,P
GDS,,,,NSDQ,52.8,52.89,0.09,1325610,176017,1893047,,G
GEVO,,,,NSDQ,5.34,5.35,0.01,9683524,3276550,7542583,,S
GE,,,,NYSE,97.11,97.13,0.02,8159440,1398517,4066718,,N
GEEXU,,,,NSDQ,10.08,10.1,0.02,2927780,1059,262425,,G
GENI,,,,NYSE,7.74,7.75,0.01,3220862,1446667,1734009,,N
GEO,,,,NYSE,7.23,7.24,0.01,2500232,995194,3412805,,N
GES,,,,NYSE,24.22,24.26,0.04,1170160,174879,550172,,N
GDXJ,,,,ARCA,40.81,40.82,0.01,6944240,2211998,6461720,,P
GFI,,,,NYSE,9.79,9.8,0.01,5849408,4359457,5319993,,N
GFS,,,,NSDQ,62.05,62.27,0.22,2209170,1041615,1505403,,Q
GFL,,,,NYSE,37.19,37.22,0.03,1608238,562090,1454315,,N
GGAAU,,,,NSDQ,10.01,10.03,0.02,7199056,1249384,14398113,,G
GGAL,,,,NSDQ,9.58,9.6,0.02,1141589,174440,757717,,S
GGB,,,,NYSE,5.22,5.23,0.01,7105255,3217530,4319208,,N
GH,,,,NSDQ,94.56,94.79,0.23,1190196,593861,898759,,Q
GGPI,,,,NSDQ,11.61,11.63,0.02,19339639,2146371,4340223,,S
HRL,,,,NYSE,45.59,45.6,0.01,2185203,1331145,4475659,,N
HPQ,,,,NYSE,36.27,36.28,0.01,12213446,4190008,14452818,,N
HST,,,,NSDQ,16.63,16.64,0.01,8640655,2575164,6854980,,Q
HTA,,,,NYSE,33.86,33.87,0.01,1783331,330547,1273977,,N
HSBC,,,,NYSE,29.03,29.04,0.01,1926410,640114,1375256,,N
HRB,,,,NYSE,23.68,23.69,0.01,1697417,430781,1289256,,N
HRTX,,,,NSDQ,9.36,9.37,0.01,2503592,997724,10049627,,S
HTHT,,,,NSDQ,40,40.02,0.02,1571899,803186,975358,,Q
HTZ,,,,NSDQ,25.1,25.11,0.01,7014217,2397290,3682059,,Q
HUN,,,,NYSE,32.67,32.68,0.01,1910252,323445,1603176,,N
HUGS,,,,NYSE,10.3,10.32,0.02,1253410,32184,134169,,N
HUT,,,,NSDQ,8.76,8.77,0.01,9852522,4241768,7438465,,Q
HUYA,,,,NYSE,7.46,7.47,0.01,3372822,1073265,2134665,,N
IBM,,,,NYSE,123.92,123.94,0.02,5538144,2719200,4601092,,N
IBN,,,,NYSE,19.8,19.81,0.01,13253296,3388430,16332609,,N
ICE,,,,NYSE,135.04,135.1,0.06,2243249,661253,2095510,,N
HZNP,,,,NSDQ,99.84,99.93,0.09,1634345,445670,1305012,,Q
IBRX,,,,NSDQ,6.01,6.03,0.02,1562315,266874,878240,,Q
HYLN,,,,NYSE,6.26,6.27,0.01,2894807,798024,2478057,,N
IBB,,,,NSDQ,147.6,147.62,0.02,2287037,1284694,1240993,,G
ICLN,,,,NSDQ,22.2,22.21,0.01,5539847,3339143,6108273,,G
HYZN,,,,NSDQ,6.75,6.77,0.02,3613374,637957,1233630,,Q
HYG,,,,ARCA,86.56,86.57,0.01,29435569,8664775,24939178,,P
HWM,,,,NYSE,30.92,30.94,0.02,2892795,368781,2294037,,N
HYLB,,,,ARCA,39.56,39.57,0.01,2494875,894472,1554014,,P
IAU,,,,ARCA,33.94,33.95,0.01,10975219,6386981,9571713,,P
GSK,,,,NYSE,43.07,43.08,0.01,3886753,2001105,2917945,,N
GSM,,,,NSDQ,6.37,6.38,0.01,1865730,439671,821013,,S
GRUB,,,,NSDQ,11.17,11.18,0.01,2310842,714935,1593744,,Q
GS,,,,NYSE,390.28,390.4,0.12,2355864,957358,2111459,,N
GREE,,,,NSDQ,16.86,16.95,0.09,1014535,211875,348601,,Q
GPS,,,,NYSE,16.9,16.91,0.01,12465117,2718673,6848041,,N
GRAB,,,,NSDQ,7.14,7.15,0.01,29814095,24271446,36086673,,Q
GRCL,,,,NSDQ,7.13,7.25,0.12,1294950,83062,235587,,Q
GRTS,,,,NSDQ,12.2,12.24,0.04,1462892,471279,954410,,Q
GRWG,,,,NSDQ,14.91,14.94,0.03,2314001,830232,1135583,,S
GSG,,,,ARCA,16.53,16.54,0.01,1608965,791232,2020741,,P
GSKY,,,,NSDQ,11.7,11.71,0.01,1313344,223756,2232621,,Q
GUSH,,,,ARCA,93.93,93.99,0.06,1887942,1315341,1119149,,P
GUNR,,,,ARCA,38.63,38.64,0.01,1554277,321713,626511,,P
GTEC,,,,NSDQ,6.71,6.79,0.08,10266962,150034,460192,,S
HA,,,,NSDQ,19.32,19.35,0.03,1020603,288089,710303,,Q
GT,,,,NSDQ,21.91,21.92,0.01,3641070,1573725,3679864,,Q
HAIN,,,,NSDQ,38.71,38.74,0.03,1630204,242907,775001,,Q
HAL,,,,NYSE,23.47,23.48,0.01,9364753,2686110,7036566,,N
HES,,,,NYSE,78.08,78.12,0.04,1882642,551282,1830680,,N
HCA,,,,NYSE,241.34,241.48,0.14,1291491,451349,1001678,,N
HD,,,,NYSE,413.24,413.42,0.18,4020567,1055679,3822865,,N
HFC,,,,NYSE,32.63,32.65,0.02,1759880,374009,1243759,,N
HBI,,,,NYSE,17.34,17.35,0.01,3676247,955205,3456055,,N
HBAN,,,,NSDQ,15.28,15.29,0.01,9708026,3273882,6977629,,Q
HCP,,,,NSDQ,84.5,84.8,0.3,4315455,1690952,12946367,,Q
HBM,,,,NYSE,6.95,6.96,0.01,1011636,335632,873514,,N
HAYW,,,,NYSE,25.51,25.55,0.04,1139403,272417,625552,,N
HDB,,,,NYSE,65.18,65.22,0.04,1536374,585065,1512572,,N
HIMX,,,,NSDQ,11.4,11.41,0.01,3079099,1836946,3136967,,Q
HIG,,,,NYSE,68.21,68.25,0.04,1714315,504623,1246320,,N
HLT,,,,NYSE,144.8,144.85,0.05,2061573,516775,881900,,N
HMC,,,,NYSE,28.26,28.27,0.01,1093341,249822,737391,,N
HIMS,,,,NYSE,6.13,6.14,0.01,3237188,648123,1291637,,N
HL,,,,NYSE,5.09,5.1,0.01,6196924,1840885,5215458,,N
HLF,,,,NYSE,37.28,37.32,0.04,1123594,138388,745539,,N
HNST,,,,NSDQ,8,8.01,0.01,2481482,675834,1152824,,Q
HP,,,,NYSE,24.43,24.46,0.03,1597562,592489,996552,,N
HON,,,,NSDQ,209.58,209.62,0.04,3168901,1247591,4992004,,Q
HOG,,,,NYSE,36.73,36.75,0.02,1153156,258893,998829,,N
HPE,,,,NYSE,15.3,15.31,0.01,11576921,4087618,8568962,,N
HOLX,,,,NSDQ,74.74,74.77,0.03,1530173,563069,928772,,Q
HOOD,,,,NSDQ,20.77,20.78,0.01,12578339,8074175,14155120,,Q
ITB,,,,BATS,82.38,82.39,0.01,3269971,1330598,2719437,,Z
IWN,,,,ARCA,163.44,163.46,0.02,1790286,462119,1627841,,P
IXC,,,,ARCA,28.26,28.27,0.01,1186524,199609,837538,,P
IWM,,,,ARCA,219.75,219.76,0.01,39173088,18521411,34830252,,P
IYR,,,,ARCA,111.09,111.1,0.01,7835800,1553462,5102252,,P
ITOT,,,,ARCA,105.73,105.74,0.01,2523123,673948,1744057,,P
IVW,,,,ARCA,83.24,83.25,0.01,1797359,631934,1224083,,P
IVAN,,,,NYSE,10.13,10.15,0.02,1216936,507909,1408973,,N
IVV,,,,ARCA,470.53,470.55,0.02,5616394,2441090,5550894,,P
IUSB,,,,NSDQ,53.03,53.04,0.01,1128252,397738,756567,,G
IVOL,,,,ARCA,26.83,26.84,0.01,1692922,550110,1825754,,P
IVZ,,,,NYSE,23.09,23.1,0.01,3330392,1118045,3181735,,N
IWD,,,,ARCA,164.18,164.19,0.01,3433235,1346878,5513344,,P
IWF,,,,ARCA,303.95,304,0.05,1823300,446388,1939042,,P
IWR,,,,ARCA,81.53,81.54,0.01,1867470,533253,1347847,,P
IXUS,,,,NSDQ,71.58,71.59,0.01,2666878,882881,2307431,,G
IYE,,,,ARCA,30.71,30.72,0.01,2192809,964260,1508538,,P
JETS,,,,ARCA,21.1,21.11,0.01,13305758,7449477,10485745,,P
JKS,,,,NYSE,45.71,45.83,0.12,1322243,451913,881610,,N
JD,,,,NSDQ,79.27,79.28,0.01,11649231,2678195,7498320,,Q
JNPR,,,,NYSE,33.7,33.71,0.01,3390412,2371421,2829743,,N
JMIA,,,,NYSE,13.01,13.02,0.01,7445075,3449841,8579946,,N
JEF,,,,NYSE,38.08,38.1,0.02,1341598,371309,628186,,N
JAMF,,,,NSDQ,31.99,32.1,0.11,1626843,272639,1144193,,Q
JCI,,,,NYSE,78.87,78.89,0.02,3328969,827269,2389459,,N
JDST,,,,ARCA,12.03,12.04,0.01,2813010,1240089,2420757,,P
JBLU,,,,NSDQ,14.32,14.33,0.01,7702719,2889182,6164295,,Q
JNJ,,,,NYSE,164.85,164.87,0.02,8451525,2521724,8574177,,N
JNK,,,,ARCA,107.99,108,0.01,10532071,4299699,18678319,,P
JOBY,,,,NYSE,6.9,6.91,0.01,2651022,768207,2263826,,N
JPM,,,,NYSE,160.09,160.11,0.02,10835336,3715539,11189642,,N
IEFA,,,,BATS,74.86,74.87,0.01,10626968,2537983,9101873,,Z
IEI,,,,NSDQ,128.87,128.88,0.01,1495604,2312567,1337020,,G
IFIN=,,,,NYSE,10.05,10.08,0.03,1232314,,90800,,N
IEMG,,,,ARCA,61.53,61.54,0.01,13025311,4515640,13128230,,P
IEF,,,,NSDQ,115.54,115.55,0.01,11985941,2953506,9198395,,G
IFF,,,,NYSE,146.74,146.88,0.14,1210091,354918,1155440,,N
IJR,,,,ARCA,112.97,112.99,0.02,4236008,1644343,2857036,,P
IGT,,,,NYSE,24.96,24.99,0.03,2137385,332983,885515,,N
IGIB,,,,NSDQ,59.37,59.38,0.01,1849472,678909,950185,,G
IGLB,,,,ARCA,70.31,70.33,0.02,1131667,347299,1242980,,P
IGTAU,,,,NSDQ,10.04,10.05,0.01,2844156,47122,5688312,,G
IGSB,,,,NSDQ,53.87,53.88,0.01,3092003,878125,1814155,,G
IGV,,,,BATS,405.25,405.34,0.09,1656860,921712,1954913,,Z
IHI,,,,ARCA,63.85,63.86,0.01,1145845,501047,1165216,,P
IHRT,,,,NSDQ,19.78,19.81,0.03,1352094,154682,487253,,Q
IIVI,,,,NSDQ,67.31,67.35,0.04,1196626,452410,1118033,,Q
IJH,,,,ARCA,277.09,277.14,0.05,1167574,599921,1161657,,P
ILF,,,,ARCA,25.12,25.13,0.01,1423725,587508,2521627,,P
IMGN,,,,NSDQ,6.8,6.81,0.01,7639363,649498,2270960,,Q
IMMR,,,,NSDQ,5.46,5.47,0.01,1689682,591478,785030,,Q
INDA,,,,BATS,48.5,48.51,0.01,3295833,1413946,1673977,,Z
INDI,,,,NSDQ,11.97,11.99,0.02,1572906,5848747,1614596,,S
INCY,,,,NSDQ,64.99,65.02,0.03,2231090,878308,1485601,,Q
INO,,,,NSDQ,6.17,6.18,0.01,4847040,1680015,3220775,,Q
INMD,,,,NSDQ,69.35,69.49,0.14,1932868,580670,944386,,Q
INSG,,,,NSDQ,6.45,6.46,0.01,1236502,474080,905740,,Q
INFY,,,,NYSE,23.17,23.18,0.01,6468444,2464762,4480789,,N
INFO,,,,NYSE,131.72,131.76,0.04,2474642,416501,1495502,,N
INTC,,,,NSDQ,50.32,50.33,0.01,34097791,10907307,31694241,,Q
ING,,,,NYSE,13.87,13.88,0.01,2821067,1839706,2130715,,N
INFN,,,,NSDQ,8.96,8.97,0.01,2271199,820235,5988290,,Q
IOVA,,,,NSDQ,18.69,18.72,0.03,2199666,423913,1951208,,G
IPG,,,,NYSE,36.81,36.82,0.01,3423389,1710270,3903791,,N
INVH,,,,NYSE,42.88,42.89,0.01,3255791,1110943,4226076,,N
IONS,,,,NSDQ,29.92,29.97,0.05,1229353,348404,2589079,,Q
INTU,,,,NSDQ,671.92,672.58,0.66,1908621,476737,1180179,,Q
IP,,,,NYSE,45.96,45.97,0.01,3503012,1124756,4403336,,N
INVZ,,,,NSDQ,6.4,6.42,0.02,3339702,259668,1058472,,S
IONQ,,,,NYSE,18.71,18.75,0.04,9312820,2337864,6264317,,N
IPOF,,,,NYSE,10.44,10.45,0.01,2548796,717491,2549976,,N
IRM,,,,NYSE,48.1,48.13,0.03,1503317,478141,1274055,,N
IR,,,,NYSE,59.62,59.65,0.03,2109466,614397,1162137,,N
ISIG,,,,NSDQ,19.31,19.4,0.09,8917695,11108042,31391745,,S
IRWD,,,,NSDQ,11.2,11.21,0.01,2319537,567242,2226206,,Q
ISEE,,,,NSDQ,14.51,14.54,0.03,1383297,273379,1128177,,Q
IS,,,,NYSE,8.17,8.2,0.03,3004244,455208,963997,,N
IRNT,,,,NYSE,7.11,7.13,0.02,1609785,751529,1818470,,N
ISBC,,,,NSDQ,14.95,14.96,0.01,1456086,628962,1324762,,Q
ISRG,,,,NSDQ,342.87,343.17,0.3,1607648,416812,1296697,,Q
ISPC,,,,NSDQ,13.23,13.31,0.08,14829018,484637,4421660,,S
